region,year,milk_production_tons,cows_heads,fodder_sown_area_ha,land_total_ha,cows_dairy_buffaloes_stock_heads,TE
Lerik district,2024,30896.0,17145.0,376.0,215.0,17145.0,0.8443022233539866
Masalli district,2005,43524.0,28957.0,315.0,1180.0,30607.0,0.7949463934244536
Masalli district,2008,44155.0,32320.0,472.0,2.0,34170.0,0.7010954484632573
Masalli district,2009,44185.0,33614.0,583.0,11.0,35476.0,0.7396048785598069
Masalli district,2010,42223.0,33072.0,974.0,11.0,34943.0,0.7191400935613967
Masalli district,2011,43133.0,33775.0,913.0,11.0,35473.0,0.721125316684027
Masalli district,2012,45289.0,34655.0,1089.0,11.0,36308.0,0.7271254024035285
Masalli district,2013,48575.0,34980.0,1951.0,14.0,36619.0,0.7446532440327052
Masalli district,2014,48960.0,35040.0,1759.0,15.0,36488.0,0.7504404402517446
Masalli district,2015,49018.0,35041.0,1458.0,14.0,36448.0,0.7525057479587508
Masalli district,2016,49872.0,35085.0,1765.0,14.0,36495.0,0.7546759554088165
Masalli district,2017,50101.0,35092.0,3921.0,14.0,36505.0,0.741537051089552
Masalli district,2018,50194.0,35126.0,2425.0,9.72,36567.0,0.7407350823309877
Masalli district,2019,49249.0,35200.0,2963.0,10.0,36628.0,0.7299998672531546
Masalli district,2023,50526.0,36012.0,2895.0,13.0,37460.0,0.7394537738896961
Masalli district,2024,50545.0,35687.0,3262.0,16.0,37198.0,0.7459310949486672
Neftchala district,2005,18736.0,16486.0,5805.0,797.0,18431.0,0.704352248417037
Neftchala district,2008,19999.0,16895.0,12775.0,1128.0,18554.0,0.7198850804142191
Neftchala district,2009,20000.0,17547.0,11131.0,1658.0,19113.0,0.6991408022382608
Neftchala district,2010,20167.0,17929.0,10285.0,1143.0,19495.0,0.6970714325870042
Neftchala district,2011,20207.0,18268.0,10754.0,734.0,19864.0,0.693462911839999
Neftchala district,2012,22869.0,18521.0,12072.0,1143.0,20236.0,0.7313541960618908
Neftchala district,2013,23734.0,18929.0,10628.0,1196.2,20677.0,0.735292113784902
Neftchala district,2014,23865.0,19147.0,12191.0,2086.0,20869.0,0.7267780784548981
Neftchala district,2015,24325.0,19356.0,12348.0,2173.0,21062.0,0.7289007740064523
Neftchala district,2016,24415.0,19559.0,10695.0,2056.0,21173.0,0.7262233182365035
Neftchala district,2017,24508.0,19802.0,8746.0,2445.2,21039.0,0.7190493835519097
Neftchala district,2018,27163.0,19877.0,8870.0,769.0,20959.0,0.766588330401731
Neftchala district,2019,31151.0,20017.0,9519.0,2487.0,21030.0,0.7962607000105916
Neftchala district,2020,31180.0,20216.0,11282.8,2030.0,21127.0,0.7964673374185456
Neftchala district,2021,31696.0,21582.0,11311.5,2031.0,22452.0,0.7798689630500254
Neftchala district,2022,31920.0,21603.0,9268.2,1708.0,22440.0,0.7833258187327962
Neftchala district,2023,32157.0,23774.0,8505.4,1699.0,24708.0,0.7523235754411766
Neftchala district,2024,34894.0,22820.0,8063.0,1399.0,23814.0,0.7947133445766553
Oghuz district,2005,15476.0,10595.0,748.0,856.0,12565.0,0.783244391922473
Oghuz district,2008,15491.0,11440.0,2373.0,149.0,13051.0,0.7765715286255307
Oghuz district,2009,15493.0,11396.0,2216.0,214.0,12926.0,0.778230880392377
Oghuz district,2010,15895.0,11464.0,2523.0,154.0,12931.0,0.7844798836026081
Oghuz district,2011,15926.0,11498.0,3445.0,38.2,12942.0,0.7724620146196378
Oghuz district,2012,15953.0,11406.0,3017.0,29.0,12798.0,0.7711729622528525
Oghuz district,2013,16079.0,11463.0,3007.0,29.0,12799.0,0.77190934811257
Oghuz district,2015,16084.0,11258.0,2789.0,117.0,12070.0,0.7936362999102475
Oghuz district,2016,16086.0,11209.0,2553.0,117.0,11826.0,0.7946568995798359
Oghuz district,2017,16086.0,10843.0,2093.0,117.0,11257.0,0.8043308703051528
Oghuz district,2018,15389.0,10112.0,1712.0,114.0,10467.0,0.8122665159526504
Oghuz district,2019,14374.0,10190.0,1849.0,114.0,10443.0,0.7905637138473472
Oghuz district,2022,14049.0,9945.0,1016.0,907.0,10152.0,0.777200527682994
Oghuz district,2023,14094.0,9599.0,1041.0,1181.0,9791.0,0.7869330995788686
Oghuz district,2024,13819.0,9434.0,1073.0,1554.0,9649.0,0.7827697716116291
Saatli district,2005,31540.0,23956.0,7306.0,576.0,27036.0,0.7515270709168979
Saatli district,2008,36381.0,27231.0,15470.0,548.0,29730.0,0.7517384793756962
Saatli district,2009,36523.0,27997.0,14398.0,548.0,30374.0,0.7432267153046667
Saatli district,2010,36770.0,28823.0,12622.0,548.0,30943.0,0.7355369354535003
Saatli district,2011,36845.0,29360.0,15137.0,382.8,31355.0,0.7278372354850459
Saatli district,2012,37304.0,29841.0,16244.0,225.0,31524.0,0.7228711123244582
Saatli district,2013,37891.0,29913.0,16426.0,224.8,31569.0,0.7275672478303989
Saatli district,2014,37893.0,29971.0,17688.0,231.4,31560.0,0.7263408201445855
Saatli district,2015,38253.0,31160.0,19287.0,457.0,32064.0,0.717060109415624
Saatli district,2016,38696.0,31309.0,17620.0,480.0,32093.0,0.7203113336739587
Saatli district,2017,38753.0,31415.0,13299.0,476.0,32135.0,0.7218758203921319
Saatli district,2018,41852.0,31531.0,13688.0,550.0,32208.0,0.7479690910343965
Saatli district,2019,41870.0,31701.0,12993.0,426.0,32307.0,0.7465688249032685
Saatli district,2020,41877.0,31782.0,13838.0,263.0,32354.0,0.743549868168926
Saatli district,2021,41884.0,31941.0,15547.6,597.0,32464.0,0.7424845650704983
Saatli district,2022,41892.0,32034.0,18642.7,168.0,32547.0,0.7339827732216845
Saatli district,2023,41899.0,32133.0,16586.0,223.0,32657.0,0.7367430620105383
Saatli district,2024,41907.0,32892.0,18930.0,151.0,33274.0,0.7226348560427515
Sabirabad district,2005,58698.0,36441.0,8550.0,2919.0,44757.0,0.7994265302663781
Sabirabad district,2008,69918.0,42946.0,15870.0,3092.0,51721.0,0.7994777256177377
Sabirabad district,2009,71270.0,45131.0,19216.0,3479.0,54187.0,0.7877171983099728
Sabirabad district,2010,75621.0,44623.0,15075.0,3166.0,53500.0,0.811138965222622
Sabirabad district,2011,80316.0,45440.0,22581.0,3166.0,54483.0,0.819923820809299
Sabirabad district,2012,84581.0,46352.0,23206.0,3127.0,55660.0,0.8280858834314642
Sabirabad district,2013,88661.0,47113.0,23041.0,3055.3,56565.0,0.835904613484459
Sabirabad district,2014,92877.0,47799.0,22419.0,3046.3,57377.0,0.8435337910676528
Sabirabad district,2015,97771.0,48514.0,23252.0,2868.3,58199.0,0.8517860275554113
Sabirabad district,2016,103719.0,49357.0,20033.0,3032.3,59188.0,0.860748479915366
Sabirabad district,2017,106852.0,51129.0,19342.0,3024.5,60171.0,0.8600997087995497
Sabirabad district,2018,113994.0,55613.0,20141.0,2711.4,60927.0,0.8574608894392771
Sabirabad district,2019,118812.0,57022.0,23872.0,2661.0,61331.0,0.8598139328044592
Sabirabad district,2020,118771.0,58923.0,22374.0,1931.0,61607.0,0.8559582343103359
Sabirabad district,2021,121761.0,60095.0,23062.0,1509.0,61874.0,0.8580969355924613
Sabirabad district,2022,123523.0,61963.0,23752.6,1491.0,63813.0,0.8548942509020305
Sabirabad district,2023,124397.0,62035.0,21475.0,1466.0,63849.0,0.8571024595887694
Sabirabad district,2024,126595.0,62341.0,21963.0,3396.0,63280.0,0.8542982603671402
Salyan district,2005,32994.0,26382.0,11888.0,9353.0,28555.0,0.68804036251774
Salyan district,2008,40510.0,31033.0,17103.0,8106.0,33124.0,0.706871671801107
Salyan district,2009,40621.0,31163.0,18890.0,6383.0,33270.0,0.7120082166353873
Salyan district,2010,40000.0,31592.0,19229.0,4473.0,33678.0,0.7083444296605775
Salyan district,2011,42207.0,29915.0,21663.0,4557.0,32112.0,0.748209556078234
Salyan district,2012,42258.0,30361.0,21504.0,4189.0,32518.0,0.7446639420107461
Salyan district,2013,44762.0,31176.0,21004.0,3036.7,32855.0,0.7600891820001465
Salyan district,2014,44775.0,31650.0,22434.0,3078.7,33293.0,0.7544206581408267
Salyan district,2015,45000.0,32014.0,20861.0,3524.4,33351.0,0.7502118639618499
Salyan district,2016,45011.0,31995.0,19091.0,4509.6,33426.0,0.7465458660480391
Salyan district,2017,45857.0,31950.0,18079.0,4642.62,33292.0,0.7531184597017163
Salyan district,2018,49957.0,31994.0,19840.0,7580.55,33304.0,0.771710784131245
Salyan district,2019,50030.0,32205.0,22352.0,7199.0,33324.0,0.7709530413891129
Salyan district,2020,50487.0,32268.0,22249.0,3139.0,33329.0,0.7868849848537262
Salyan district,2021,50606.0,32344.0,20925.0,5981.0,33331.0,0.7768847427333051
Salyan district,2022,50749.0,32366.0,17689.0,5517.0,33279.0,0.7792641493894007
Salyan district,2023,50870.0,32447.0,16465.0,5634.0,33264.0,0.7789119059012879
Salyan district,2024,50865.0,32933.0,17217.0,4870.0,33155.0,0.776557405043074
Samukh district,2005,11094.0,7416.0,2960.0,7221.0,8530.0,0.7844984779938472
Samukh district,2008,13032.0,8516.0,7314.0,7048.0,9530.0,0.8026316273831756
Samukh district,2009,13106.0,8554.0,8568.0,7250.0,9582.0,0.8049278072604301
Samukh district,2010,13616.0,8793.0,7861.0,7226.0,9804.0,0.8050480100190414
Samukh district,2011,13685.0,8951.0,7727.0,7144.0,9901.0,0.8003895121671863
Samukh district,2012,13714.0,9018.0,7848.0,7154.0,10013.0,0.7986729815937844
Samukh district,2013,14041.0,9144.0,7900.0,7018.9,10164.0,0.8013060458489516
Samukh district,2014,14099.0,9220.0,7880.0,7425.96,10247.0,0.7983739388695907
Samukh district,2015,16737.0,9346.0,7569.0,7022.0,10342.0,0.8396779392789613
Samukh district,2016,29014.0,11256.0,7612.0,13484.9,12078.0,0.8907651636924142
Samukh district,2017,30413.0,10964.0,5893.0,18968.9,11750.0,0.8948098178418884
Samukh district,2018,30785.0,11572.0,6509.0,1502.27,12377.0,0.910147715035369
Samukh district,2019,31359.0,11414.0,7074.0,1433.0,12222.0,0.9140307369647943
Samukh district,2020,31367.0,11075.0,8110.0,2457.0,11872.0,0.9156953704504935
Samukh district,2021,32547.0,10672.0,8542.5,2472.0,11470.0,0.9228148807116529
Samukh district,2022,32657.0,10395.0,8361.5,1678.0,11131.0,0.9266926192812478
Samukh district,2023,33207.0,10447.0,7720.1,1559.0,11178.0,0.9274643270565618
Samukh district,2024,33708.0,10586.0,8071.3,1702.0,11215.0,0.9273177311338693
Shabran district,2005,10819.0,9154.0,66.0,4355.0,10239.0,0.6156807170118799
Shabran district,2008,10889.0,10114.0,963.0,28666.0,11378.0,0.5671315219645835
Shabran district,2009,11068.0,10156.0,962.0,31220.0,11404.0,0.567490189883195
Shabran district,2010,11885.0,10442.0,846.0,31738.0,11711.0,0.5788646615363863
Shabran district,2011,12377.0,10599.0,672.0,31926.45,11892.0,0.5819523595428678
Shabran district,2012,12666.0,10699.0,689.0,32068.0,11976.0,0.5873670033030279
Shabran district,2013,13063.0,10576.0,637.0,27671.06,11828.0,0.6088075066891994
Shabran district,2014,15478.0,10183.0,656.0,27854.68,11512.0,0.6902045266194144
Shabran district,2015,15485.0,10674.0,812.0,27212.66,12072.0,0.6782236946552487
Shabran district,2016,15541.0,10450.0,855.0,25229.64,11760.0,0.6931561077425525
Shabran district,2017,14602.0,10479.0,828.0,3770.63,11770.0,0.7393777911719591
Shabran district,2018,15011.0,10587.0,647.0,3681.35,11900.0,0.7415084985539283
Shabran district,2019,15060.0,10724.0,686.0,26610.0,11933.0,0.6622316989548112
Shabran district,2020,15167.0,10760.0,679.4,2960.0,11977.0,0.7459166754035355
Shabran district,2021,15252.0,10765.0,720.9,2916.0,11957.0,0.7491065625953058
Shabran district,2022,15216.0,10694.0,747.5,33793.0,11746.0,0.6575969911930711
Shabran district,2023,15061.0,10694.0,1032.4,34184.0,11725.0,0.6616548161225257
Shabran district,2024,15108.0,10293.0,992.7,3124.0,11214.0,0.7658045694764289
Shaki district,2005,35733.0,24116.0,1857.0,4038.0,30668.0,0.7642968052478905
Shaki district,2008,47273.0,29260.0,7780.0,4166.0,35450.0,0.7945680858679364
Shaki district,2009,47602.0,30408.0,9487.0,4166.0,36917.0,0.7847631101133715
Shaki district,2010,49823.0,31364.0,7598.0,6805.0,37896.0,0.779749218967075
Shaki district,2011,50222.0,32134.0,8647.0,6806.0,38694.0,0.7745710470246784
Shaki district,2012,54294.0,32393.0,7753.0,6923.0,38984.0,0.7959763608931449
Shaki district,2013,55789.0,32571.0,6755.0,6968.0,39124.0,0.8022434060022465
Shaki district,2014,57508.0,30160.0,6858.0,6863.5,36305.0,0.8309255152556771
Shaki district,2015,55692.0,29618.0,7228.0,6747.0,35496.0,0.8277924360665472
Shaki district,2016,56845.0,29819.0,6387.0,632.0,35696.0,0.8533995584976757
Shaki district,2017,58261.0,30029.0,5583.0,7157.0,35921.0,0.8342266791082628
Shaki district,2018,58973.0,30605.0,5001.0,527.67,35944.0,0.8568765432090216
Shaki district,2019,59121.0,30954.0,4644.0,1433.0,35648.0,0.8506423799174324
Shaki district,2020,60678.0,30478.0,4042.0,1481.0,34914.0,0.8590816866319159
Shaki district,2021,61638.0,29275.0,4120.0,11318.0,32721.0,0.8440572403214099
Shaki district,2022,54558.0,28500.0,4149.0,11838.0,31935.0,0.8198262893020021
Shaki district,2023,53731.0,25872.0,4360.2,12341.0,28375.0,0.8388822704499017
Shaki district,2024,53282.0,25560.0,4396.5,13774.0,27628.0,0.8374464556898968
Shamakhi district,2008,20671.0,18788.0,35.0,1151.0,19199.0,0.6523249635655565
Shamakhi district,2009,20878.0,18856.0,96.0,1151.0,19250.0,0.6630722129769427
Shamakhi district,2010,20880.0,18901.0,117.0,1391.0,19312.0,0.6590397911258074
Shamakhi district,2011,21074.0,19126.0,117.0,1692.0,19544.0,0.6533390366007825
Shamakhi district,2012,22358.0,19336.0,147.0,1592.0,19759.0,0.6760777549870958
Shamakhi district,2013,22674.0,19652.0,328.0,1592.0,19971.0,0.6816385437991925
Shamakhi district,2014,23011.0,19733.0,431.0,1023.0,20055.0,0.6967340164421457
Shamakhi district,2015,23146.0,19797.0,364.0,1142.4,20115.0,0.6948202127528085
Shamakhi district,2016,23261.0,19900.0,399.0,2152.46,20155.0,0.6809401242601545
Shamakhi district,2017,20319.0,13339.0,485.0,2162.46,13602.0,0.7732849918217732
Shamakhi district,2018,21796.0,13298.0,450.0,15962.46,13584.0,0.7339774177362987
Shamakhi district,2019,29483.0,14340.0,722.0,19282.0,14631.0,0.8083771546425736
Shamakhi district,2020,33256.0,14434.0,806.0,19313.0,14720.0,0.8389024738794139
Shamakhi district,2021,37477.0,13955.0,564.0,19353.0,14285.0,0.8667438133549487
Shamakhi district,2022,44013.0,15168.0,695.5,19566.0,15502.0,0.8816053450616118
Shamakhi district,2023,48243.0,13851.0,843.8,19464.0,14112.0,0.906881279686782
Shamakhi district,2024,49123.0,13162.0,939.4,18933.0,13424.0,0.9149050850487536
Shamkir district,2005,33425.0,25389.0,5093.0,765.0,26303.0,0.7502665474849507
Shamkir district,2008,36770.0,26856.0,9704.0,6466.0,27893.0,0.7309587783038012
Shamkir district,2009,38619.0,27131.0,9034.0,7612.0,28018.0,0.7406172384902511
Shamkir district,2010,45027.0,27814.0,10090.0,3301.0,28562.0,0.7991085501924895
Shamkir district,2011,46962.0,28012.0,10092.0,3318.5,28655.0,0.8089881081151974
Shamkir district,2012,47293.0,28341.0,10098.0,3462.0,28904.0,0.8070008905488318
Shamkir district,2013,48769.0,28565.0,9998.0,8460.0,29132.0,0.7975792190522805
Shamkir district,2014,51450.0,28636.0,9372.0,6071.2,29190.0,0.8182065113916942
Shamkir district,2015,54608.0,28627.0,9822.0,5407.0,29202.0,0.8351816560938937
Shamkir district,2016,56355.0,28703.0,9771.0,7329.0,29295.0,0.8372545734713474
Shamkir district,2017,58159.0,28729.0,9777.0,4625.7,29328.0,0.8506534803283871
Shamkir district,2018,59438.0,27780.0,9882.0,7020.0,28303.0,0.8567827613777372
Shamkir district,2019,51109.0,27260.0,9882.0,3542.0,27668.0,0.837073962432478
Shamkir district,2020,52234.0,27377.0,10374.5,2153.0,27827.0,0.846163243488956
Shamkir district,2021,53435.0,27356.0,10603.0,2348.0,27855.0,0.8504822429480932
Shamkir district,2022,54504.0,27401.0,10915.0,3113.0,27917.0,0.8516532568742566
Shamkir district,2023,55673.0,27482.0,10769.0,2958.0,27965.0,0.8559045626352944
Shamkir district,2024,56953.0,27947.0,11529.0,1881.0,28235.0,0.8605984594926822
Shusha district,2005,881.0,1055.0,362.0,250.0,1100.0,0.7535552088356409
Shusha district,2008,898.0,1182.0,515.0,250.0,1223.0,0.7217076981464303
Shusha district,2009,903.0,1288.0,613.0,250.0,1335.0,0.6879624415605488
Shusha district,2010,1162.0,1746.0,776.0,250.0,1763.0,0.6376461526843301
Siyazan district,2005,7714.0,4458.0,39.0,1012.0,4974.0,0.7882683053845425
Siyazan district,2008,8048.0,4542.0,65.0,1032.0,5130.0,0.807548889418766
Siyazan district,2009,8023.0,4806.0,6.0,572.0,5325.0,0.7368855259319624
Siyazan district,2010,9557.0,5007.0,22.0,572.0,5446.0,0.8134322935833392
Siyazan district,2011,9842.0,5388.0,28.0,547.0,5791.0,0.8070346205473373
Siyazan district,2012,10426.0,5394.0,100.0,547.0,5819.0,0.8446615498385748
Siyazan district,2013,10766.0,5489.0,221.0,522.0,5901.0,0.8595149147370897
Siyazan district,2014,11167.0,5607.0,306.0,522.0,5945.0,0.8662050679111042
Siyazan district,2015,12199.0,5984.0,203.0,522.0,6272.0,0.8643427169133375
Siyazan district,2016,12287.0,5978.0,309.0,522.0,6279.0,0.8707697865458833
Siyazan district,2017,12338.0,6002.0,335.0,692.1,6245.0,0.8695368092505387
Siyazan district,2018,12373.0,6145.0,377.0,692.0,6374.0,0.8667429447247524
Siyazan district,2019,13445.0,6520.0,466.0,720.0,6744.0,0.8719588706885087
Siyazan district,2020,13450.0,6797.0,468.0,680.0,7036.0,0.8642132340480578
Siyazan district,2021,14002.0,6701.0,422.0,949.0,6943.0,0.870422764608538
Siyazan district,2022,14102.0,6304.0,483.0,1337.0,6496.0,0.8811841892853647
Siyazan district,2023,13804.0,6148.0,419.0,1359.0,6377.0,0.8804995460608422
Siyazan district,2024,13692.0,5930.0,402.0,1244.0,6233.0,0.8857424253712564
Tartar district,2005,10430.0,9537.0,4038.0,1481.0,9873.0,0.7024146997978643
Tartar district,2008,10850.0,10610.0,8544.0,1481.0,10805.0,0.6823164280725499
Tartar district,2009,11280.0,10834.0,7880.0,1435.0,11039.0,0.6871741003892385
Tartar district,2010,12030.0,10933.0,9923.0,1197.0,11136.0,0.713045136854732
Tartar district,2011,12367.0,11178.0,10182.0,1360.7,11332.0,0.7125769121166188
Tartar district,2012,13831.0,11387.0,8755.0,3266.0,11505.0,0.7299175724115973
Tartar district,2013,14258.0,11600.0,8985.0,3250.0,11715.0,0.7336854900783976
Tartar district,2014,14594.0,11655.0,10866.0,3217.0,11757.0,0.7430235004588822
Tartar district,2015,17742.0,11783.0,11485.0,3146.0,11867.0,0.8030770497433095
Tartar district,2016,20127.0,11857.0,9944.0,2445.9,11946.0,0.8360054301945182
Tartar district,2017,21630.0,11938.0,8294.0,2218.4,12022.0,0.8499432432107393
Tartar district,2018,22127.0,12079.0,7264.0,1575.6,12156.0,0.8538950714168281
Tartar district,2019,22441.0,12471.0,7541.0,1899.0,12535.0,0.8478820435034127
Tartar district,2020,22065.0,12362.0,8110.5,1886.0,12439.0,0.8469726161722463
Tartar district,2021,22419.0,12680.0,9026.2,1277.0,12715.0,0.8479024830275695
Tartar district,2022,23499.0,13142.0,9515.4,2156.0,13220.0,0.8453988427580751
Tartar district,2023,24231.0,13872.0,9362.2,1806.0,13928.0,0.8400037961949605
Tartar district,2024,24993.0,13613.0,9080.5,1627.0,13684.0,0.8521627513396424
Tovuz district,2005,22830.0,15340.0,205.0,1156.0,15986.0,0.7708889753782904
Tovuz district,2008,25532.0,16671.0,2683.0,1156.0,17330.0,0.7982138477504955
Tovuz district,2009,25839.0,16755.0,2833.0,1342.0,17416.0,0.7987873477332285
Tovuz district,2010,27350.0,16736.0,4095.0,524.0,17420.0,0.8232874973982198
Tovuz district,2011,28225.0,16903.0,4351.0,524.0,17587.0,0.8287303638296775
Tovuz district,2012,29512.0,17068.0,3872.0,524.0,17752.0,0.8367451968782205
Tovuz district,2013,31421.0,17108.0,4227.0,2549.0,17811.0,0.838772514153582
Tovuz district,2014,31786.0,17196.0,4274.0,258.0,17868.0,0.8524399474585103
Tovuz district,2015,32453.0,17360.0,4672.0,287.0,18010.0,0.8547633721192637
Tovuz district,2016,33300.0,17450.0,4675.0,259.0,18102.0,0.858765240451908
Tovuz district,2017,33365.0,17582.0,3294.0,230.0,18156.0,0.8572894785918713
Tovuz district,2018,33596.0,17693.0,3609.0,230.0,18258.0,0.8573725275829758
Tovuz district,2019,37232.0,17779.0,3700.0,470.0,18373.0,0.8749196115942807
Tovuz district,2020,38134.0,17801.0,3416.0,471.0,18402.0,0.8785553628522331
Tovuz district,2021,38668.0,17379.0,3325.0,410.0,17962.0,0.8848632451664423
Tovuz district,2022,38739.0,17476.0,3330.0,687.0,18020.0,0.8830143380672224
Tovuz district,2023,38889.0,16858.0,3061.0,677.0,17347.0,0.8890784651004573
Tovuz district,2024,37431.0,14518.0,3023.5,537.0,14982.0,0.9049754041405761
Ujar district,2005,23447.0,16938.0,7837.0,883.0,26353.0,0.7741481897528902
Ujar district,2008,29055.0,18997.0,10805.0,740.0,28888.0,0.8032251689063612
Ujar district,2009,29593.0,21078.0,11222.0,991.0,31543.0,0.7726976202607344
Ujar district,2010,34006.0,21675.0,11541.0,132.0,32492.0,0.8033000537245072
Ujar district,2011,34657.0,21873.0,11725.0,132.0,32794.0,0.8058315194849789
Ujar district,2012,37426.0,21917.0,11685.0,132.0,32945.0,0.8259019484355582
Ujar district,2013,38355.0,21964.0,11994.0,132.0,33109.0,0.8313290032766646
Ujar district,2014,38359.0,21972.0,12056.0,132.0,33127.0,0.8312381813328715
Ujar district,2015,38781.0,21976.0,13865.0,252.0,33152.0,0.8368558157501014
Ujar district,2016,38788.0,22223.0,12395.0,475.0,33182.0,0.8352713940314632
Ujar district,2017,38793.0,22687.0,10241.0,365.0,33209.0,0.8301916323207101
Ujar district,2018,62269.0,23078.0,9761.0,375.0,33217.0,0.9073472201567374
Ujar district,2019,64181.0,24094.0,9496.0,221.0,33238.0,0.9051504379323526
Ujar district,2020,68873.0,26946.0,10095.0,221.0,33286.0,0.8995033793556685
Ujar district,2021,69563.0,31107.0,9310.0,221.0,33305.0,0.8804892529619197
Ujar district,2022,66424.0,31800.0,9177.0,221.0,33334.0,0.8690089077373973
Ujar district,2023,67194.0,28048.0,9188.0,137.0,29111.0,0.8896641293910844
Ujar district,2024,62201.0,25909.0,8925.0,137.0,26931.0,0.8905062206368972
Yardimli district,2017,17091.0,14424.0,2.0,1864.78,14497.0,0.6052393549640257
Yardimli district,2018,23887.0,14600.0,9.0,1939.68,14666.0,0.7512694205130142
Yardimli district,2020,24373.0,14768.0,3.0,1035.0,14832.0,0.7605777701103897
Yevlakh district,2005,26612.0,22696.0,8807.0,1320.0,36504.0,0.704100265345561
Yevlakh district,2008,29407.0,22552.0,17419.0,6623.0,35158.0,0.7182287473984753
Yevlakh district,2009,29496.0,24151.0,13519.0,4772.0,35164.0,0.6980471031581937
Yevlakh district,2010,32408.0,20317.0,18587.0,4681.0,29923.0,0.7967645741677006
Yevlakh district,2011,34912.0,20360.0,17611.0,4685.85,29954.0,0.8168296453320548
Yevlakh district,2012,35580.0,20387.0,16029.0,4686.0,29973.0,0.8210509181041027
Yevlakh district,2013,36276.0,20584.0,14899.0,4685.85,29985.0,0.8230489866522838
Yevlakh district,2014,36512.0,20693.0,18819.0,4828.0,30110.0,0.8237460399778315
Yevlakh district,2015,36534.0,19196.0,21193.0,4828.0,27834.0,0.8443118876186757
Yevlakh district,2016,36547.0,25109.0,17284.0,5544.0,28257.0,0.7585679184397168
Yevlakh district,2017,36560.0,25253.0,15493.0,5544.0,28395.0,0.7563232246919835
Yevlakh district,2018,36574.0,25256.0,15612.0,6633.0,28418.0,0.7526244210500055
Yevlakh district,2019,37187.0,24922.0,16167.0,1820.0,28427.0,0.7832739363343374
Yevlakh district,2020,37243.0,25005.0,16442.5,1832.0,28450.0,0.7825608468465379
Yevlakh district,2021,37352.0,26493.0,16580.0,2033.0,30461.0,0.7623450208515878
Yevlakh district,2022,38062.0,26423.0,16580.0,2009.0,30586.0,0.7696862406623719
Yevlakh district,2023,38193.0,28491.0,16600.0,3015.0,32613.0,0.7381094665017537
Yevlakh district,2024,38335.0,29747.0,16630.0,3209.0,33240.0,0.7220464171453017
Zagatala district,2005,36862.0,22667.0,6546.0,55034.0,27613.0,0.7181299394461761
Zagatala district,2008,38516.0,24344.0,7062.0,55034.0,28340.0,0.7081266085218185
Zagatala district,2009,39657.0,24998.0,8072.0,922.0,28500.0,0.8073789046898545
Zagatala district,2010,40283.0,25429.0,8091.0,556.0,28800.0,0.8088409891953582
Zagatala district,2011,40788.0,25765.0,7915.0,856.52,29088.0,0.806928870121607
Zagatala district,2012,41523.0,26245.0,7721.0,526.0,29380.0,0.8084426572118347
Zagatala district,2013,42651.0,26559.0,7853.0,2471.7,29509.0,0.8010990461823048
Zagatala district,2014,42944.0,26842.0,7715.0,576.0,29618.0,0.8111577068311129
Zagatala district,2015,43179.0,27079.0,7681.0,425.0,29726.0,0.810648387861747
Zagatala district,2016,43369.0,27310.0,7681.0,426.0,29763.0,0.8094456380954855
Zagatala district,2017,43495.0,27258.0,7685.0,371.2,29615.0,0.8107945430301807
Zagatala district,2018,43590.0,27251.0,7791.0,571.84,29465.0,0.8109787411435317
Zagatala district,2019,43658.0,27250.0,8260.0,868.0,29410.0,0.8096431808625524
Zagatala district,2020,43699.0,27389.0,8275.0,911.0,29376.0,0.8081823835754163
Zagatala district,2021,43857.0,26972.0,8275.0,1342.0,28935.0,0.8109121627809697
Zagatala district,2022,44103.0,26650.0,8275.0,1161.0,28599.0,0.816878235649312
Zagatala district,2023,44331.0,26096.0,8275.0,1131.0,27990.0,0.8240722324579299
Zagatala district,2024,44462.0,25199.0,8275.0,1252.0,27033.0,0.8331404144947322
Zangilan district,2018,668.0,393.0,51.0,150.0,393.0,0.9164706023259165
Zangilan district,2019,360.0,631.0,60.0,302.0,631.0,0.5739185165610102
Zangilan district,2021,481.0,853.0,66.5,30.0,853.0,0.55318635668806
Zangilan district,2022,486.0,878.0,323.5,4100.0,878.0,0.5526802391619476
Zangilan district,2023,494.0,2057.0,169.0,25.0,2057.0,0.28615304628308463
Zangilan district,2024,494.0,4193.0,2123.5,499.0,4193.0,0.18406992762120486
Zardab district,2005,20810.0,18205.0,10939.0,7582.0,21963.0,0.6678493985263069
Zardab district,2008,21605.0,19258.0,11357.0,7613.0,22272.0,0.6588902876253462
Zardab district,2009,21663.0,19646.0,13348.0,3350.0,22366.0,0.6719237261956057
Zardab district,2010,21702.0,19904.0,14353.0,3359.0,22564.0,0.6674610493026225
Zardab district,2011,21806.0,20037.0,16005.0,3385.0,22629.0,0.6669590060771319
Zardab district,2012,25066.0,20196.0,16535.0,3398.0,22690.0,0.7170626321600948
Zardab district,2013,31766.0,20376.0,15581.0,3383.0,22751.0,0.7940485185622542
Zardab district,2014,31777.0,20531.0,16576.0,3385.0,22792.0,0.7918957892829633
Zardab district,2015,31871.0,20850.0,18570.0,3412.0,22828.0,0.7879626252361659
Zardab district,2016,31934.0,20975.0,18100.0,3410.0,22853.0,0.786458949482564
Zardab district,2017,31944.0,21031.0,18612.0,3337.0,22867.0,0.7860653557279014
